"Provisional weekly death counts, by selected grouped causes of death c 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20"
"Frequency: Weekly"
"Table: 13-10-0810-01"
"Release date: 2023-05-11"
"Geography: Canada, Province or territory"
""
""

,"Cause of death (ICD-10)  3 4 5 6 13 14 15 16 17 18 19","Intentional self-harm (suicide)"
,"Characteristics 22","Number of deaths"
"Geography, place of occurrence 21","Reference period"
,,"Number"
,"December 24, 2022","5"
,"December 31, 2022","0"
,"January 7, 2023","0"
,"January 14, 2023","0"
,"January 21, 2023","0"
,"January 28, 2023","0"
,"February 4, 2023","0"
,"February 11, 2023","0"
,"February 18, 2023","0"
,"February 25, 2023","0"
,"March 4, 2023","0"
"Nunavut, place of occurrence","January 9, 2010","0"
,"January 16, 2010","0"
,"January 23, 2010","0"
,"January 30, 2010","0"
,"February 6, 2010","0"
,"February 13, 2010","5"
,"February 20, 2010","0"
,"February 27, 2010","0"
,"March 6, 2010","0"
,"March 13, 2010","0"
,"March 20, 2010","0"
,"March 27, 2010","0"
,"April 3, 2010","0"
,"April 10, 2010","0"
,"April 17, 2010","0"
,"April 24, 2010","0"
,"May 1, 2010","0"
,"May 8, 2010","5"
,"May 15, 2010","0"
,"May 22, 2010","0"
,"May 29, 2010","0"
,"June 5, 2010","0"
,"June 12, 2010","0"
,"June 19, 2010","5"
,"June 26, 2010","0"
,"July 3, 2010","0"
,"July 10, 2010","0"
,"July 17, 2010","0"
,"July 24, 2010","0"
,"July 31, 2010","0"
,"August 7, 2010","0"
,"August 14, 2010","0"
,"August 21, 2010","5"
,"August 28, 2010","0"
,"September 4, 2010","5"
,"September 11, 2010","0"
,"September 18, 2010","0"
,"September 25, 2010","0"
,"October 2, 2010","5"
,"October 9, 2010","0"
,"October 16, 2010","5"
,"October 23, 2010","0"
,"October 30, 2010","0"
,"November 6, 2010","0"
,"November 13, 2010","0"
,"November 20, 2010","0"
,"November 27, 2010","0"
,"December 4, 2010","0"
,"December 11, 2010","0"
,"December 18, 2010","0"
,"December 25, 2010","0"
,"January 1, 2011","0"
,"January 8, 2011","0"
,"January 15, 2011","0"
,"January 22, 2011","0"
,"January 29, 2011","0"
,"February 5, 2011","0"
,"February 12, 2011","0"
,"February 19, 2011","0"
,"February 26, 2011","0"
,"March 5, 2011","0"
,"March 12, 2011","0"
,"March 19, 2011","0"
,"March 26, 2011","0"
,"April 2, 2011","0"
,"April 9, 2011","0"
,"April 16, 2011","0"
,"April 23, 2011","0"
,"April 30, 2011","0"
,"May 7, 2011","0"
,"May 14, 2011","0"
,"May 21, 2011","0"
,"May 28, 2011","0"
,"June 4, 2011","0"
,"June 11, 2011","0"
,"June 18, 2011","0"
,"June 25, 2011","0"
,"July 2, 2011","0"
,"July 9, 2011","0"
,"July 16, 2011","0"
,"July 23, 2011","0"
,"July 30, 2011","0"
,"August 6, 2011","0"
,"August 13, 2011","0"
,"August 20, 2011","5"
,"August 27, 2011","5"
,"September 3, 2011","0"
,"September 10, 2011","0"
,"September 17, 2011","5"
,"September 24, 2011","0"
,"October 1, 2011","0"
,"October 8, 2011","0"
,"October 15, 2011","0"
,"October 22, 2011","0"
,"October 29, 2011","0"
,"November 5, 2011","0"
,"November 12, 2011","0"
,"November 19, 2011","0"
,"November 26, 2011","0"
,"December 3, 2011","0"
,"December 10, 2011","0"
,"December 17, 2011","0"
,"December 24, 2011","0"
,"December 31, 2011","0"
,"January 7, 2012","0"
,"January 14, 2012","0"
,"January 21, 2012","0"
,"January 28, 2012","0"
,"February 4, 2012","0"
,"February 11, 2012","0"
,"February 18, 2012","0"
,"February 25, 2012","0"
,"March 3, 2012","0"
,"March 10, 2012","0"
,"March 17, 2012","0"
,"March 24, 2012","0"
,"March 31, 2012","0"
,"April 7, 2012","0"
,"April 14, 2012","0"
,"April 21, 2012","0"
,"April 28, 2012","5"
,"May 5, 2012","0"
,"May 12, 2012","0"
,"May 19, 2012","5"
,"May 26, 2012","5"
,"June 2, 2012","0"
,"June 9, 2012","0"
,"June 16, 2012","0"
,"June 23, 2012","0"
,"June 30, 2012","0"
,"July 7, 2012","0"
,"July 14, 2012","0"
,"July 21, 2012","0"
,"July 28, 2012","0"
,"August 4, 2012","0"
,"August 11, 2012","0"
,"August 18, 2012","0"
,"August 25, 2012","0"
,"September 1, 2012","5"
,"September 8, 2012","0"
,"September 15, 2012","0"
,"September 22, 2012","0"
,"September 29, 2012","0"
,"October 6, 2012","0"
,"October 13, 2012","0"
,"October 20, 2012","5"
,"October 27, 2012","5"
,"November 3, 2012","0"
,"November 10, 2012","0"
,"November 17, 2012","0"
,"November 24, 2012","0"
,"December 1, 2012","0"
,"December 8, 2012","0"
,"December 15, 2012","0"
,"December 22, 2012","0"
,"December 29, 2012","0"
,"January 5, 2013","0"
,"January 12, 2013","5"
,"January 19, 2013","0"
,"January 26, 2013","0"
,"February 2, 2013","0"
,"February 9, 2013","0"
,"February 16, 2013","0"
,"February 23, 2013","0"
,"March 2, 2013","0"
,"March 9, 2013","5"
,"March 16, 2013","0"
,"March 23, 2013","0"
,"March 30, 2013","0"
,"April 6, 2013","5"
,"April 13, 2013","5"
,"April 20, 2013","0"
,"April 27, 2013","0"
,"May 4, 2013","0"
,"May 11, 2013","0"
,"May 18, 2013","0"
,"May 25, 2013","5"
,"June 1, 2013","0"
,"June 8, 2013","0"
,"June 15, 2013","0"
,"June 22, 2013","0"
,"June 29, 2013","0"
,"July 6, 2013","0"
,"July 13, 2013","0"
,"July 20, 2013","0"
,"July 27, 2013","0"
,"August 3, 2013","0"
,"August 10, 2013","0"
,"August 17, 2013","0"
,"August 24, 2013","0"
,"August 31, 2013","0"
,"September 7, 2013","0"
,"September 14, 2013","0"
,"September 21, 2013","0"
,"September 28, 2013","0"
,"October 5, 2013","0"
,"October 12, 2013","0"
,"October 19, 2013","0"
,"October 26, 2013","0"
,"November 2, 2013","0"
,"November 9, 2013","0"
,"November 16, 2013","0"
,"November 23, 2013","5"
,"November 30, 2013","5"
,"December 7, 2013","0"
,"December 14, 2013","0"
,"December 21, 2013","0"
,"December 28, 2013","0"
,"January 4, 2014","5"
,"January 11, 2014","0"
,"January 18, 2014","5"
,"January 25, 2014","0"
,"February 1, 2014","0"
,"February 8, 2014","0"
,"February 15, 2014","0"
,"February 22, 2014","0"
,"March 1, 2014","0"
,"March 8, 2014","0"
,"March 15, 2014","0"
,"March 22, 2014","0"
,"March 29, 2014","5"
,"April 5, 2014","0"
,"April 12, 2014","0"
,"April 19, 2014","0"
,"April 26, 2014","0"
,"May 3, 2014","0"
,"May 10, 2014","5"
,"May 17, 2014","0"
,"May 24, 2014","0"
,"May 31, 2014","0"
,"June 7, 2014","0"
,"June 14, 2014","0"
,"June 21, 2014","0"
,"June 28, 2014","0"
,"July 5, 2014","0"
,"July 12, 2014","0"
,"July 19, 2014","0"
,"July 26, 2014","0"
,"August 2, 2014","5"
,"August 9, 2014","0"
,"August 16, 2014","0"
,"August 23, 2014","0"
,"August 30, 2014","0"
,"September 6, 2014","0"
,"September 13, 2014","0"
,"September 20, 2014","0"
,"September 27, 2014","0"
,"October 4, 2014","0"
,"October 11, 2014","0"
,"October 18, 2014","5"
,"October 25, 2014","0"
,"November 1, 2014","0"
,"November 8, 2014","0"
,"November 15, 2014","0"
,"November 22, 2014","0"
,"November 29, 2014","5"
,"December 6, 2014","0"
,"December 13, 2014","0"
,"December 20, 2014","0"
,"December 27, 2014","0"
,"January 3, 2015","0"
,"January 10, 2015","0"
,"January 17, 2015","0"
,"January 24, 2015","5"
,"January 31, 2015","5"
,"February 7, 2015","5"
,"February 14, 2015","0"
,"February 21, 2015","0"
,"February 28, 2015","0"
,"March 7, 2015","0"
,"March 14, 2015","0"
,"March 21, 2015","0"
,"March 28, 2015","0"
,"April 4, 2015","0"
,"April 11, 2015","0"
,"April 18, 2015","0"
,"April 25, 2015","5"
,"May 2, 2015","0"
,"May 9, 2015","0"
,"May 16, 2015","5"
,"May 23, 2015","0"
,"May 30, 2015","5"
,"June 6, 2015","0"
,"June 13, 2015","5"
,"June 20, 2015","5"
,"June 27, 2015","0"
,"July 4, 2015","5"
,"July 11, 2015","0"
,"July 18, 2015","0"
,"July 25, 2015","0"
,"August 1, 2015","0"
,"August 8, 2015","0"
,"August 15, 2015","0"
,"August 22, 2015","0"
,"August 29, 2015","0"
,"September 5, 2015","0"
,"September 12, 2015","0"
,"September 19, 2015","0"
,"September 26, 2015","0"
,"October 3, 2015","0"
,"October 10, 2015","0"
,"October 17, 2015","0"
,"October 24, 2015","0"
,"October 31, 2015","0"
,"November 7, 2015","0"
,"November 14, 2015","0"
,"November 21, 2015","0"
,"November 28, 2015","0"
,"December 5, 2015","0"
,"December 12, 2015","0"
,"December 19, 2015","0"
,"December 26, 2015","0"
,"January 2, 2016","0"
,"January 9, 2016","0"
,"January 16, 2016","0"
,"January 23, 2016","0"
,"January 30, 2016","0"
,"February 6, 2016","5"
,"February 13, 2016","0"
,"February 20, 2016","0"
,"February 27, 2016","0"
,"March 5, 2016","0"
,"March 12, 2016","0"
,"March 19, 2016","5"
,"March 26, 2016","0"
,"April 2, 2016","5"
,"April 9, 2016","0"
,"April 16, 2016","0"
,"April 23, 2016","0"
,"April 30, 2016","0"
,"May 7, 2016","0"
,"May 14, 2016","0"
,"May 21, 2016","0"
,"May 28, 2016","0"
,"June 4, 2016","0"
,"June 11, 2016","0"
,"June 18, 2016","5"
,"June 25, 2016","5"
,"July 2, 2016","0"
,"July 9, 2016","0"
,"July 16, 2016","0"
,"July 23, 2016","0"
,"July 30, 2016","0"
,"August 6, 2016","0"
,"August 13, 2016","0"
,"August 20, 2016","0"
,"August 27, 2016","0"
,"September 3, 2016","0"
,"September 10, 2016","0"
,"September 17, 2016","0"
,"September 24, 2016","0"
,"October 1, 2016","0"
,"October 8, 2016","0"
,"October 15, 2016","0"
,"October 22, 2016","0"
,"October 29, 2016","0"
,"November 5, 2016","0"
,"November 12, 2016","0"
,"November 19, 2016","0"
,"November 26, 2016","0"
,"December 3, 2016","0"
,"December 10, 2016","0"
,"December 17, 2016","0"
,"December 24, 2016","0"
,"December 31, 2016","0"
,"January 7, 2017","0"
,"January 14, 2017","0"
,"January 21, 2017","0"
,"January 28, 2017","5"
,"February 4, 2017","0"
,"February 11, 2017","0"
,"February 18, 2017","0"
,"February 25, 2017","0"
,"March 4, 2017","0"
,"March 11, 2017","0"
,"March 18, 2017","0"
,"March 25, 2017","0"
,"April 1, 2017","0"
,"April 8, 2017","0"
,"April 15, 2017","0"
,"April 22, 2017","0"
,"April 29, 2017","0"
,"May 6, 2017","0"
,"May 13, 2017","0"
,"May 20, 2017","0"
,"May 27, 2017","5"
,"June 3, 2017","0"
,"June 10, 2017","0"
,"June 17, 2017","0"
,"June 24, 2017","0"
,"July 1, 2017","5"
,"July 8, 2017","0"
,"July 15, 2017","0"
,"July 22, 2017","5"
,"July 29, 2017","0"
,"August 5, 2017","0"
,"August 12, 2017","0"
,"August 19, 2017","0"
,"August 26, 2017","0"
,"September 2, 2017","0"
,"September 9, 2017","0"
,"September 16, 2017","0"
,"September 23, 2017","0"
,"September 30, 2017","0"
,"October 7, 2017","0"
,"October 14, 2017","0"
,"October 21, 2017","0"
,"October 28, 2017","0"
,"November 4, 2017","0"
,"November 11, 2017","5"
,"November 18, 2017","0"
,"November 25, 2017","0"
,"December 2, 2017","0"
,"December 9, 2017","0"
,"December 16, 2017","0"
,"December 23, 2017","0"
,"December 30, 2017","0"
,"January 6, 2018","5"
,"January 13, 2018","0"
,"January 20, 2018","0"
,"January 27, 2018","0"
,"February 3, 2018","0"
,"February 10, 2018","0"
,"February 17, 2018","0"
,"February 24, 2018","0"
,"March 3, 2018","0"
,"March 10, 2018","0"
,"March 17, 2018","0"
,"March 24, 2018","0"
,"March 31, 2018","0"
,"April 7, 2018","5"
,"April 14, 2018","0"
,"April 21, 2018","0"
,"April 28, 2018","0"
,"May 5, 2018","0"
,"May 12, 2018","0"
,"May 19, 2018","0"
,"May 26, 2018","0"
,"June 2, 2018","5"
,"June 9, 2018","0"
,"June 16, 2018","0"
,"June 23, 2018","0"
,"June 30, 2018","0"
,"July 7, 2018","0"
,"July 14, 2018","0"
,"July 21, 2018","0"
,"July 28, 2018","5"
,"August 4, 2018","0"
,"August 11, 2018","0"
,"August 18, 2018","0"
,"August 25, 2018","0"
,"September 1, 2018","0"
,"September 8, 2018","0"
,"September 15, 2018","0"
,"September 22, 2018","0"
,"September 29, 2018","0"
,"October 6, 2018","0"
,"October 13, 2018","0"
,"October 20, 2018","0"
,"October 27, 2018","0"
,"November 3, 2018","0"
,"November 10, 2018","0"
,"November 17, 2018","0"
,"November 24, 2018","0"
,"December 1, 2018","0"
,"December 8, 2018","0"
,"December 15, 2018","0"
,"December 22, 2018","0"
,"December 29, 2018","0"
,"January 5, 2019","0"
,"January 12, 2019","0"
,"January 19, 2019","0"
,"January 26, 2019","5"
,"February 2, 2019","0"
,"February 9, 2019","0"
,"February 16, 2019","0"
,"February 23, 2019","0"
,"March 2, 2019","0"
,"March 9, 2019","0"
,"March 16, 2019","0"
,"March 23, 2019","0"
,"March 30, 2019","0"
,"April 6, 2019","0"
,"April 13, 2019","0"
,"April 20, 2019","5"
,"April 27, 2019","0"
,"May 4, 2019","0"
,"May 11, 2019","0"
,"May 18, 2019","0"
,"May 25, 2019","0"
,"June 1, 2019","0"
,"June 8, 2019","0"
,"June 15, 2019","0"
,"June 22, 2019","0"
,"June 29, 2019","0"
,"July 6, 2019","0"
,"July 13, 2019","0"
,"July 20, 2019","0"
,"July 27, 2019","0"
,"August 3, 2019","0"
,"August 10, 2019","0"
,"August 17, 2019","0"
,"August 24, 2019","0"
,"August 31, 2019","0"
,"September 7, 2019","0"
,"September 14, 2019","0"
,"September 21, 2019","0"
,"September 28, 2019","0"
,"October 5, 2019","5"
,"October 12, 2019","0"
,"October 19, 2019","0"
,"October 26, 2019","0"
,"November 2, 2019","0"
,"November 9, 2019","0"
,"November 16, 2019","0"
,"November 23, 2019","0"
,"November 30, 2019","0"
,"December 7, 2019","0"
,"December 14, 2019","0"
,"December 21, 2019","0"
,"December 28, 2019","5"
,"January 4, 2020","5"
,"January 11, 2020","0"
,"January 18, 2020","0"
,"January 25, 2020","0"
,"February 1, 2020","0"
,"February 8, 2020","0"
,"February 15, 2020","0"
,"February 22, 2020","0"
,"February 29, 2020","5"
,"March 7, 2020","0"
,"March 14, 2020","0"
,"March 21, 2020","0"
,"March 28, 2020","0"
,"April 4, 2020","0"
,"April 11, 2020","0"
,"April 18, 2020","0"
,"April 25, 2020","0"
,"May 2, 2020","0"
,"May 9, 2020","0"
,"May 16, 2020","0"
,"May 23, 2020","0"
,"May 30, 2020","0"
,"June 6, 2020","0"
,"June 13, 2020","0"
,"June 20, 2020","5"
,"June 27, 2020","0"
,"July 4, 2020","0"
,"July 11, 2020","0"
,"July 18, 2020","0"
,"July 25, 2020","0"
,"August 1, 2020","5"
,"August 8, 2020","0"
,"August 15, 2020","0"
,"August 22, 2020","0"
,"August 29, 2020","0"
,"September 5, 2020","0"
,"September 12, 2020","0"
,"September 19, 2020","0"
,"September 26, 2020","0"
,"October 3, 2020","0"
,"October 10, 2020","0"
,"October 17, 2020","5"
,"October 24, 2020","0"
,"October 31, 2020","0"
,"November 7, 2020","0"
,"November 14, 2020","0"
,"November 21, 2020","0"
,"November 28, 2020","0"
,"December 5, 2020","0"
,"December 12, 2020","0"
,"December 19, 2020","0"
,"December 26, 2020","0"
,"January 2, 2021","0"
,"January 9, 2021","0"
,"January 16, 2021","0"
,"January 23, 2021","0"
,"January 30, 2021","5"
,"February 6, 2021","0"
,"February 13, 2021","5"
,"February 20, 2021","0"
,"February 27, 2021","0"
,"March 6, 2021","0"
,"March 13, 2021","0"
,"March 20, 2021","0"
,"March 27, 2021","0"
,"April 3, 2021","0"
,"April 10, 2021","0"
,"April 17, 2021","0"
,"April 24, 2021","0"
,"May 1, 2021","5"
,"May 8, 2021","0"
,"May 15, 2021","0"
,"May 22, 2021","0"
,"May 29, 2021","0"
,"June 5, 2021","0"
,"June 12, 2021","0"
,"June 19, 2021","0"
,"June 26, 2021","0"
,"July 3, 2021","0"
,"July 10, 2021","0"
,"July 17, 2021","5"
,"July 24, 2021","0"
,"July 31, 2021","0"
,"August 7, 2021","5"
,"August 14, 2021","5"
,"August 21, 2021","0"
,"August 28, 2021","0"
,"September 4, 2021","0"
,"September 11, 2021","0"
,"September 18, 2021","0"
,"September 25, 2021","0"
,"October 2, 2021","0"
,"October 9, 2021","0"
,"October 16, 2021","0"
,"October 23, 2021","0"
,"October 30, 2021","0"
,"November 6, 2021","0"
,"November 13, 2021","0"
,"November 20, 2021","5"
,"November 27, 2021","0"
,"December 4, 2021","0"
,"December 11, 2021","0"
,"December 18, 2021","0"
,"December 25, 2021","0"
,"January 1, 2022","0"
,"January 8, 2022","0"
,"January 15, 2022","5"
,"January 22, 2022","0"
,"January 29, 2022","0"
,"February 5, 2022","5"
,"February 12, 2022","0"
,"February 19, 2022","0"
,"February 26, 2022","0"
,"March 5, 2022","0"
,"March 12, 2022","0"
,"March 19, 2022","0"
,"March 26, 2022","5"
,"April 2, 2022","0"
,"April 9, 2022","0"
,"April 16, 2022","0"
,"April 23, 2022","0"
,"April 30, 2022","0"
,"May 7, 2022","5"
,"May 14, 2022","0"
,"May 21, 2022","0"
,"May 28, 2022","0"
,"June 4, 2022","0"
,"June 11, 2022","0"
,"June 18, 2022","0"
,"June 25, 2022","0"
,"July 2, 2022","0"
,"July 9, 2022","0"
,"July 16, 2022","0"
,"July 23, 2022","0"
,"July 30, 2022","0"
,"August 6, 2022","0"
,"August 13, 2022","0"
,"August 20, 2022","0"
,"August 27, 2022","0"
,"September 3, 2022","0"
,"September 10, 2022","0"
,"September 17, 2022","0"
,"September 24, 2022","0"
,"October 1, 2022","0"
,"October 8, 2022","0"
,"October 15, 2022","0"
,"October 22, 2022","0"
,"October 29, 2022","5"
,"November 5, 2022","0"
,"November 12, 2022","0"
,"November 19, 2022","0"
,"November 26, 2022","0"
,"December 3, 2022","0"
,"December 10, 2022","0"
,"December 17, 2022","0"
,"December 24, 2022","0"
,"December 31, 2022","0"
,"January 7, 2023",".."
,"January 14, 2023",".."
,"January 21, 2023",".."
,"January 28, 2023",".."
,"February 4, 2023",".."
,"February 11, 2023",".."
,"February 18, 2023",".."
,"February 25, 2023",".."
,"March 4, 2023",".."

Symbol legend:
.., not available for a specific reference period


"Table Corrections:"
Date,Note
"","On April 26, 2023, the 2020 data for Quebec were corrected. The error affected only the version of the table released on April 20, 2023."



Footnotes:
1,"Source: Statistics Canada, Canadian Vital Statistics - Death database (CVSD)."
2,"Death refers to the permanent disappearance of all evidence of life at any time after a live birth has taken place. Stillbirths are excluded."
3,"During the production of each month's death statistics, data from previous months/years may be revised to reflect any updates or changes that have been received from the provincial and territorial vital statistics offices."
4,"Data for the reference years 2021 and 2022 are provisional due to the shortened duration of data collection."
5,"2017 to 2022 data for Yukon are not available."
6,"Due to improvements in methodology and timeliness, the duration of data collection has been shortened compared to previous years. Fewer deaths were captured by the time of release. The 2017, 2018, 2019 and 2020 data are preliminary."
7,"These are provisional death counts and may not match counts from other sources, such as media reports or counts from provincial or territorial health departments and other agencies. There are additional delays in receiving the data from the provincial and territorial vital statistics offices. Differences will also occur when different definitions and collection periods are used.  "
8,"Statistics Canada’s capacity to provide useful and timely information is dependent on its ability to receive the information from the provinces and territories. For several jurisdictions this information is typically sent within 30 days of the death event, while for others it is sent 30 to 60 days, or more, following the death event. For this reason, data for certain provinces and territories for certain weeks are suppressed."
9,"These are provisional counts and subject to change. Care should be taken when making conclusions from provisional data as these counts will not include all deaths that occurred during this period, especially the most recent periods. Futhermore, deaths investigated by coroners or medical examiners, such as suicides, accidents and homicides, often require lengthy investigations. Consequently, information on the causes of death, particularly among people younger than 45, whose deaths are more likely to result in an investigation, typically requires more time before it is reported to Statistics Canada. These counts will be revised as more records are received and processed."
10,"Weeks are as defined in several epidemiological studies, including those of the United States Centers for Diseases Control and Prevention (CDC). CDC weeks start on a Sunday and end on a Saturday. They are numbered sequentially from 1 to 52 or 53 depending on the year. The first CDC week in a year ends on the first Saturday of January, provided it has at least four days in that calendar year. The first CDC week of a year may include a few days from the previous calendar year. Conversely, the first few days of a calendar year may be included in the last CDC week of the previous year. Since CDC weeks can overlap two months, they do not perfectly recreate calendar months or years."
11,"This real-time cube is designed to track changes in the death counts since their initial release. Typically, data are released as preliminary for a specific period, revised the following period based on new information and eventually revised in an annual or historical revision process."
12,"Deaths for which the date of death are missing are excluded."
13,"The counts in this table have been rounded to a neighbouring multiple of 5 to meet the confidentiality requirements of the Statistics Act.
"
14,"The cause of death tabulated is the underlying cause of death. This is defined as (a) the disease or injury which initiated the train of events leading directly to death, or (b) the circumstances of the accident or violence which produced the fatal injury. The underlying cause is selected from the conditions listed on the medical certificate of cause of death."
15,"World Health Organization (WHO), International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10)."
16,"The causes of death list included in this table is based on the 10 leading causes of death in 2018 and COVID-19 deaths. The list for leading causes of death is based on the list that was developed and that is being used by the National Center for Health Statistics of the United States in their annual report on leading causes of death."
